SENTTOT,AGE,CITIZEN,CRIMHIST,CRIMPTS,DISTRICT,DSPLEA,INOUT,MONSEX,NEWEDUC,NEWRACE,OFFGUIDE,PRESENT,SENTIMP,WEAPON,XMAXSOR,XMINSOR
12.03,29.0,2.0,0.0,0.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
112.0,25.0,1.0,1.0,3.0,42,1,,0.0,3.0,3.0,10,1.0,1,1,97.0,78.0
53.0,37.0,1.0,1.0,9.0,85,1,,1.0,5.0,1.0,20,1.0,1,0,78.0,63.0
117.0,29.0,1.0,1.0,3.0,33,1,,0.0,3.0,2.0,13,1.0,1,1,78.0,63.0
87.0,54.0,1.0,1.0,9.0,70,1,,0.0,5.0,1.0,26,1.0,1,1,125.0,100.0
37.0,41.0,3.0,1.0,9.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,46.0,37.0
57.0,33.0,1.0,1.0,11.0,31,1,,0.0,1.0,2.0,13,1.0,1,0,71.0,57.0
0.03,28.0,1.0,1.0,3.0,12,1,,0.0,3.0,2.0,13,1.0,1,0,21.0,15.0
120.0,38.0,1.0,1.0,0.0,42,1,,0.0,3.0,3.0,10,2.0,1,0,135.0,108.0
72.0,36.0,1.0,0.0,0.0,66,1,,0.0,3.0,1.0,10,1.0,1,0,135.0,108.0
30.0,31.0,1.0,1.0,19.0,84,1,,0.0,3.0,3.0,13,1.0,1,0,37.0,30.0
6.0,38.0,3.0,1.0,0.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
27.0,45.0,1.0,1.0,7.0,42,1,,0.0,3.0,3.0,16,1.0,1,0,33.0,27.0
62.0,74.0,1.0,1.0,3.0,52,1,,0.0,3.0,3.0,10,1.0,1,0,63.0,51.0
8.0,38.0,3.0,1.0,2.0,42,5,0.0,1.0,1.0,3.0,17,1.0,1,0,14.0,8.0
0.03,31.0,3.0,1.0,0.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
72.0,30.0,1.0,1.0,3.0,38,1,,0.0,5.0,2.0,16,1.0,1,0,87.0,70.0
2.66,31.0,3.0,1.0,1.0,42,5,0.0,0.0,,3.0,17,1.0,1,0,6.0,0.0
66.0,42.0,1.0,1.0,4.0,84,1,,0.0,3.0,3.0,10,1.0,1,1,135.0,108.0
18.0,30.0,3.0,0.0,0.0,42,5,,0.0,1.0,3.0,10,1.0,1,0,24.0,18.0
18.0,33.0,3.0,1.0,3.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
51.0,30.0,3.0,1.0,8.0,42,5,,0.0,5.0,3.0,17,1.0,1,0,51.0,41.0
14.0,34.0,3.0,1.0,3.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
8.0,22.0,3.0,1.0,2.0,41,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
135.0,45.0,3.0,0.0,0.0,42,5,,0.0,6.0,3.0,10,1.0,1,0,168.0,135.0
204.0,35.0,1.0,1.0,15.0,9,1,,0.0,3.0,2.0,10,1.0,1,0,262.0,210.0
3.15,46.0,5.0,1.0,0.0,41,5,0.0,1.0,5.0,3.0,17,1.0,1,0,6.0,0.0
60.0,28.0,1.0,1.0,4.0,66,1,,1.0,1.0,1.0,10,1.0,1,0,135.0,108.0
15.0,27.0,1.0,1.0,1.0,41,1,,0.0,1.0,3.0,17,2.0,1,0,24.0,18.0
46.0,44.0,3.0,1.0,16.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,63.0,51.0
6.0,20.0,3.0,0.0,0.0,42,5,0.0,0.0,1.0,3.0,10,1.0,1,0,12.0,6.0
,62.0,1.0,1.0,0.0,73,1,,1.0,3.0,1.0,16,2.0,3,0,51.0,41.0
6.0,31.0,1.0,1.0,5.0,41,5,,1.0,1.0,3.0,1,1.0,2,0,18.0,12.0
7.53,38.0,3.0,1.0,0.0,26,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
6.0,27.0,3.0,1.0,3.0,41,1,,0.0,1.0,1.0,17,1.0,1,0,21.0,15.0
21.0,30.0,1.0,1.0,2.0,42,1,,1.0,3.0,1.0,17,1.0,1,0,24.0,18.0
46.0,37.0,1.0,0.0,0.0,42,5,,0.0,1.0,3.0,23,1.0,1,0,57.0,46.0
51.0,53.0,3.0,0.0,0.0,42,1,,0.0,1.0,3.0,10,1.0,1,0,71.0,57.0
720.0,45.0,1.0,1.0,1.0,63,1,,0.0,3.0,1.0,7,1.0,1,0,9996.0,9996.0
97.0,36.0,1.0,1.0,0.0,42,5,,0.0,5.0,3.0,7,1.0,1,0,97.0,78.0
6.0,30.0,3.0,0.0,0.0,42,5,0.0,0.0,1.0,3.0,10,1.0,1,0,12.0,6.0
0.03,35.0,3.0,,,6,1,0.0,0.0,,3.0,17,,1,0,6.0,0.0
240.0,53.0,1.0,1.0,0.0,4,1,,0.0,3.0,3.0,27,1.0,1,0,9996.0,360.0
96.0,31.0,1.0,1.0,6.0,4,1,,0.0,1.0,3.0,13,1.0,1,1,,
18.0,31.0,1.0,1.0,0.0,42,5,,0.0,3.0,3.0,10,2.0,1,0,24.0,18.0
12.03,22.0,1.0,0.0,0.0,42,1,,1.0,1.0,3.0,17,1.0,1,0,18.0,12.0
15.0,28.0,1.0,1.0,8.0,70,1,,0.0,1.0,6.0,28,1.0,1,0,21.0,15.0
16.0,32.0,3.0,0.0,0.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
76.0,32.0,1.0,1.0,9.0,4,1,,0.0,1.0,3.0,10,1.0,1,1,33.0,27.0
5.42,26.0,3.0,1.0,1.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
135.0,25.0,1.0,1.0,3.0,41,1,,0.0,1.0,3.0,10,1.0,1,0,168.0,135.0
120.0,28.0,1.0,1.0,0.0,65,1,,0.0,1.0,2.0,10,2.0,1,1,262.0,210.0
27.0,23.0,1.0,1.0,3.0,65,1,,0.0,1.0,2.0,13,1.0,1,0,33.0,27.0
120.0,35.0,1.0,1.0,12.0,65,1,,0.0,3.0,2.0,10,1.0,1,1,150.0,120.0
78.0,37.0,2.0,1.0,0.0,31,1,,0.0,3.0,3.0,7,1.0,1,0,97.0,78.0
8.0,22.0,4.0,1.0,4.0,70,1,,0.0,1.0,3.0,28,1.0,1,0,21.0,15.0
57.0,22.0,3.0,0.0,0.0,91,1,,0.0,1.0,3.0,10,1.0,1,0,71.0,57.0
24.0,38.0,3.0,1.0,4.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,24.0,18.0
2.96,20.0,3.0,,,70,1,0.0,0.0,,3.0,17,,1,0,6.0,0.0
0.03,26.0,3.0,,,42,5,,1.0,,3.0,17,,1,0,,
7.0,34.0,1.0,1.0,6.0,38,1,0.0,0.0,1.0,6.0,25,1.0,1,0,10.0,4.0
24.0,34.0,1.0,1.0,0.0,71,1,,0.0,5.0,6.0,10,2.0,1,0,87.0,70.0
24.0,59.0,1.0,0.0,0.0,71,8,,0.0,6.0,6.0,10,2.0,1,0,63.0,51.0
52.0,46.0,3.0,1.0,12.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,57.0,46.0
37.0,49.0,1.0,1.0,13.0,42,1,,0.0,3.0,3.0,17,1.0,1,0,37.0,30.0
11.03,44.0,1.0,1.0,1.0,10,1,,1.0,1.0,1.0,10,1.0,1,0,87.0,70.0
18.0,28.0,1.0,1.0,6.0,14,1,,0.0,3.0,2.0,16,1.0,1,0,24.0,18.0
6.0,58.0,1.0,1.0,0.0,48,1,,0.0,5.0,1.0,29,3.0,2,0,18.0,12.0
121.0,46.0,2.0,1.0,0.0,8,8,,0.0,1.0,3.0,10,1.0,1,0,121.0,97.0
18.0,36.0,3.0,1.0,0.0,42,5,,0.0,1.0,3.0,10,1.0,1,0,24.0,18.0
18.0,24.0,1.0,0.0,0.0,8,1,,0.0,3.0,2.0,10,2.0,1,1,262.0,210.0
17.0,46.0,3.0,1.0,,8,5,,0.0,,1.0,17,,1,0,24.0,18.0
60.0,33.0,3.0,1.0,13.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,63.0,51.0
4.0,39.0,1.0,1.0,0.0,42,1,0.0,0.0,3.0,3.0,17,2.0,1,0,14.0,8.0
108.0,27.0,1.0,0.0,0.0,4,1,,0.0,5.0,3.0,10,1.0,1,1,63.0,51.0
60.0,43.0,3.0,1.0,11.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,87.0,70.0
,43.0,1.0,1.0,0.0,42,1,1.0,0.0,1.0,3.0,17,1.0,4,0,14.0,8.0
10.3,40.0,3.0,1.0,6.0,7,1,,0.0,1.0,3.0,17,1.0,1,0,16.0,10.0
97.0,28.0,1.0,1.0,0.0,4,1,,0.0,3.0,2.0,10,1.0,1,1,87.0,70.0
14.0,37.0,1.0,1.0,6.0,42,1,,0.0,3.0,1.0,17,1.0,1,0,16.0,10.0
37.0,33.0,1.0,1.0,6.0,7,1,,0.0,3.0,2.0,13,1.0,1,0,46.0,37.0
,68.0,1.0,0.0,0.0,7,1,,0.0,6.0,6.0,17,2.0,4,0,18.0,12.0
216.0,31.0,1.0,1.0,1.0,32,8,,0.0,5.0,2.0,21,1.0,1,0,235.0,188.0
120.0,25.0,1.0,1.0,7.0,7,1,,0.0,3.0,2.0,13,1.0,1,1,,
46.0,24.0,1.0,1.0,17.0,18,1,,0.0,3.0,2.0,13,1.0,1,0,37.0,30.0
36.0,26.0,1.0,1.0,0.0,7,1,,0.0,1.0,2.0,12,1.0,1,0,21.0,15.0
0.03,40.0,1.0,,,73,5,0.0,1.0,,1.0,9,,1,0,6.0,0.0
144.0,57.0,1.0,0.0,0.0,8,8,,0.0,5.0,1.0,21,1.0,1,0,210.0,168.0
180.0,49.0,1.0,1.0,4.0,7,1,,0.0,6.0,1.0,10,3.0,1,1,405.0,324.0
223.0,30.0,1.0,1.0,9.0,52,1,,0.0,3.0,2.0,4,1.0,1,1,365.0,292.0
,57.0,1.0,0.0,0.0,7,1,,0.0,6.0,1.0,7,2.0,3,0,188.0,151.0
240.0,41.0,1.0,1.0,6.0,95,8,,0.0,3.0,2.0,10,1.0,1,1,188.0,151.0
12.0,19.0,1.0,1.0,8.0,48,1,0.0,0.0,1.0,2.0,13,1.0,1,0,12.0,6.0
,75.0,1.0,0.0,0.0,20,1,1.0,1.0,5.0,1.0,16,2.0,3,0,14.0,8.0
46.0,24.0,1.0,1.0,4.0,27,1,,0.0,5.0,2.0,16,2.0,1,0,71.0,57.0
84.0,54.0,1.0,1.0,3.0,7,1,,0.0,5.0,2.0,13,1.0,1,1,,
6.0,51.0,1.0,1.0,1.0,95,1,,0.0,5.0,1.0,5,3.0,1,0,18.0,12.0
92.0,26.0,1.0,1.0,8.0,20,1,,0.0,1.0,2.0,13,1.0,1,0,115.0,92.0
46.0,35.0,3.0,0.0,0.0,91,1,,0.0,1.0,3.0,10,1.0,1,0,71.0,57.0
40.0,57.0,1.0,1.0,7.0,65,1,,0.0,3.0,1.0,10,1.0,1,0,71.0,57.0
100.0,35.0,3.0,1.0,1.0,41,1,,0.0,1.0,3.0,10,1.0,1,0,168.0,135.0
240.0,41.0,1.0,1.0,1.0,95,1,,0.0,5.0,2.0,27,1.0,1,0,210.0,168.0
77.0,40.0,1.0,1.0,24.0,32,5,,0.0,1.0,2.0,10,1.0,1,0,96.0,77.0
28.53,29.0,1.0,1.0,1.0,32,1,,0.0,5.0,2.0,10,1.0,1,1,57.0,46.0
12.03,27.0,1.0,1.0,8.0,88,1,,0.0,3.0,3.0,13,1.0,1,0,137.0,110.0
18.0,27.0,1.0,1.0,8.0,95,5,,0.0,5.0,3.0,13,1.0,1,0,27.0,21.0
70.0,29.0,1.0,1.0,14.0,17,1,,1.0,3.0,1.0,10,1.0,1,1,96.0,77.0
51.0,34.0,1.0,1.0,7.0,52,1,,0.0,1.0,2.0,26,1.0,1,0,57.0,46.0
37.0,24.0,2.0,1.0,0.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,37.0,30.0
240.0,37.0,1.0,1.0,3.0,41,5,,0.0,5.0,1.0,7,1.0,1,0,293.0,235.0
120.0,50.0,1.0,0.0,0.0,41,5,,0.0,5.0,1.0,7,2.0,1,0,188.0,151.0
72.0,23.0,3.0,0.0,0.0,38,1,,0.0,1.0,3.0,28,1.0,1,0,37.0,30.0
37.0,38.0,1.0,1.0,0.0,52,1,,0.0,6.0,2.0,16,2.0,1,0,63.0,51.0
41.0,26.0,1.0,0.0,0.0,42,5,,0.0,1.0,3.0,17,2.0,1,0,51.0,41.0
70.0,27.0,3.0,0.0,0.0,91,1,,0.0,1.0,3.0,10,1.0,1,0,168.0,135.0
264.0,37.0,1.0,1.0,0.0,88,1,,0.0,3.0,1.0,7,1.0,1,0,327.0,262.0
29.07,29.0,1.0,1.0,14.0,12,1,,0.0,1.0,2.0,10,1.0,1,0,30.0,24.0
108.0,32.0,1.0,1.0,10.0,52,1,,0.0,3.0,2.0,10,1.0,1,1,175.0,140.0
10.0,50.0,3.0,1.0,2.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
0.03,21.0,3.0,0.0,0.0,42,5,0.0,0.0,3.0,3.0,17,1.0,1,0,6.0,0.0
1.97,35.0,1.0,1.0,2.0,3,1,,0.0,5.0,1.0,13,2.0,1,0,18.0,12.0
33.0,43.0,3.0,1.0,9.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,105.0,84.0
1.72,49.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
24.0,34.0,1.0,1.0,13.0,47,1,,0.0,5.0,2.0,13,1.0,1,0,63.0,51.0
18.0,29.0,3.0,0.0,0.0,84,1,,0.0,1.0,3.0,17,1.0,1,0,41.0,33.0
2.6,28.0,1.0,1.0,0.0,84,1,0.0,0.0,3.0,3.0,17,3.0,1,0,14.0,8.0
,42.0,1.0,1.0,3.0,13,1,1.0,0.0,3.0,2.0,16,2.0,4,0,10.0,4.0
12.03,51.0,3.0,1.0,6.0,84,5,,0.0,1.0,3.0,17,1.0,1,0,16.0,10.0
24.0,23.0,1.0,1.0,4.0,71,1,,0.0,1.0,2.0,13,1.0,1,0,37.0,30.0
1.48,32.0,1.0,1.0,1.0,87,1,,0.0,5.0,2.0,13,2.0,1,0,16.0,10.0
6.64,36.0,3.0,1.0,0.0,84,1,0.0,0.0,,3.0,17,1.0,1,0,14.0,8.0
,42.0,1.0,,,81,1,1.0,0.0,,3.0,30,,0,0,6.0,0.0
4.0,24.0,3.0,1.0,3.0,84,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
72.0,20.0,1.0,1.0,2.0,87,1,,0.0,3.0,2.0,10,1.0,1,1,151.0,121.0
41.0,32.0,1.0,1.0,4.0,8,1,,0.0,3.0,3.0,26,1.0,1,1,51.0,41.0
51.0,19.0,1.0,1.0,1.0,13,1,,0.0,3.0,2.0,26,1.0,1,1,63.0,51.0
5.0,44.0,3.0,1.0,1.0,87,2,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
41.0,48.0,1.0,1.0,3.0,28,1,,0.0,1.0,2.0,13,1.0,1,0,51.0,41.0
200.0,62.0,1.0,1.0,2.0,63,1,,0.0,1.0,2.0,10,1.0,1,1,235.0,188.0
4.26,22.0,3.0,1.0,0.0,41,1,0.0,0.0,3.0,3.0,17,1.0,1,0,6.0,0.0
120.0,43.0,1.0,1.0,6.0,63,5,,0.0,5.0,2.0,13,1.0,1,0,135.0,108.0
240.0,40.0,3.0,1.0,3.0,87,5,,0.0,3.0,3.0,10,1.0,1,0,365.0,292.0
84.0,36.0,1.0,1.0,18.0,63,5,,0.0,1.0,2.0,13,1.0,1,0,115.0,92.0
48.0,23.0,1.0,0.0,0.0,47,1,,0.0,6.0,2.0,16,3.0,1,0,51.0,41.0
33.0,22.0,1.0,1.0,5.0,44,1,,0.0,1.0,2.0,13,1.0,1,0,57.0,46.0
12.03,41.0,3.0,1.0,7.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,37.0,30.0
0.03,54.0,1.0,1.0,4.0,54,5,,0.0,5.0,1.0,13,1.0,1,0,57.0,46.0
168.0,32.0,1.0,0.0,0.0,83,1,,0.0,3.0,1.0,7,1.0,1,0,168.0,135.0
4.34,33.0,3.0,1.0,2.0,70,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
216.0,34.0,1.0,1.0,9.0,49,1,,0.0,1.0,2.0,10,1.0,1,1,188.0,151.0
,21.0,1.0,,,70,3,1.0,1.0,,3.0,17,,4,0,6.0,0.0
90.0,28.0,1.0,1.0,2.0,52,1,,0.0,5.0,2.0,13,1.0,1,0,121.0,97.0
6.0,22.0,1.0,1.0,2.0,70,1,,0.0,1.0,3.0,10,3.0,1,0,97.0,78.0
0.03,32.0,1.0,1.0,8.0,66,1,,0.0,1.0,2.0,22,1.0,1,1,9996.0,360.0
36.0,51.0,1.0,1.0,2.0,40,1,,0.0,6.0,1.0,29,2.0,1,0,33.0,27.0
12.03,41.0,3.0,1.0,6.0,41,1,,0.0,1.0,3.0,17,1.0,1,0,24.0,18.0
37.0,40.0,1.0,1.0,9.0,14,1,,0.0,3.0,1.0,10,1.0,1,0,46.0,37.0
,27.0,3.0,1.0,2.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,7.0,1.0
0.03,27.0,3.0,,,41,5,0.0,0.0,,3.0,16,,1,0,6.0,0.0
0.03,35.0,3.0,1.0,,41,1,0.0,0.0,,3.0,17,1.0,1,0,6.0,0.0
8.0,19.0,1.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
,39.0,3.0,1.0,0.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,6.0,0.0
60.0,37.0,1.0,1.0,13.0,64,1,,0.0,5.0,2.0,10,1.0,1,1,115.0,92.0
144.0,29.0,1.0,1.0,9.0,35,1,,0.0,1.0,2.0,10,1.0,1,1,125.0,100.0
,41.0,3.0,1.0,0.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,6.0,0.0
0.03,29.0,1.0,1.0,0.0,70,1,,1.0,1.0,2.0,26,1.0,1,0,18.0,12.0
0.03,27.0,1.0,1.0,3.0,39,5,,0.0,3.0,3.0,13,1.0,1,0,41.0,33.0
,23.0,3.0,1.0,0.0,42,5,1.0,0.0,1.0,3.0,17,1.0,4,0,6.0,0.0
0.03,28.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
57.0,35.0,3.0,1.0,3.0,79,1,,0.0,1.0,3.0,10,1.0,1,0,97.0,78.0
12.0,39.0,1.0,1.0,0.0,24,1,,0.0,3.0,1.0,10,1.0,1,0,30.0,24.0
4.0,37.0,3.0,1.0,2.0,42,5,0.0,0.0,3.0,3.0,17,1.0,1,0,10.0,4.0
78.0,26.0,1.0,1.0,3.0,24,1,,0.0,3.0,2.0,10,1.0,1,0,97.0,78.0
14.0,42.0,3.0,1.0,3.0,40,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
135.0,29.0,3.0,1.0,0.0,40,1,,0.0,1.0,3.0,10,1.0,1,0,168.0,135.0
168.0,44.0,3.0,0.0,0.0,40,1,,1.0,1.0,3.0,10,1.0,1,0,210.0,168.0
37.0,26.0,1.0,1.0,25.0,40,1,,0.0,1.0,2.0,13,1.0,1,0,41.0,33.0
24.0,29.0,1.0,1.0,1.0,13,1,,0.0,1.0,3.0,10,2.0,1,0,135.0,108.0
1.74,51.0,1.0,1.0,0.0,84,1,,0.0,5.0,6.0,4,4.0,1,0,33.0,27.0
18.0,40.0,1.0,1.0,21.0,67,1,,0.0,5.0,1.0,13,1.0,1,0,37.0,30.0
0.03,28.0,1.0,1.0,0.0,66,1,,1.0,1.0,2.0,22,1.0,1,1,365.0,292.0
0.03,34.0,3.0,1.0,7.0,39,5,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
130.0,37.0,1.0,1.0,0.0,86,8,,0.0,5.0,6.0,4,1.0,1,1,46.0,37.0
30.0,53.0,2.0,0.0,0.0,31,1,,0.0,3.0,3.0,21,2.0,1,0,51.0,41.0
,27.0,3.0,1.0,1.0,42,5,1.0,0.0,5.0,3.0,17,1.0,4,0,6.0,0.0
15.0,41.0,3.0,1.0,0.0,41,8,,0.0,1.0,3.0,17,1.0,1,0,18.0,12.0
24.0,24.0,1.0,1.0,0.0,36,1,,0.0,5.0,2.0,16,2.0,1,0,,
60.0,23.0,1.0,1.0,3.0,85,1,,0.0,1.0,6.0,4,1.0,1,0,41.0,33.0
210.0,25.0,1.0,1.0,1.0,85,1,,0.0,3.0,6.0,22,1.0,1,0,365.0,292.0
78.0,40.0,1.0,1.0,7.0,5,8,,0.0,3.0,2.0,13,1.0,1,0,96.0,77.0
65.0,34.0,1.0,1.0,12.0,85,1,,0.0,3.0,6.0,26,1.0,1,1,87.0,70.0
120.0,26.0,1.0,1.0,0.0,85,1,,0.0,6.0,3.0,27,1.0,1,0,365.0,292.0
18.0,61.0,3.0,1.0,1.0,85,1,,0.0,1.0,3.0,17,1.0,1,0,18.0,12.0
125.0,44.0,3.0,1.0,0.0,31,1,,0.0,1.0,3.0,26,1.0,1,1,51.0,41.0
136.0,47.0,1.0,1.0,15.0,12,1,,0.0,3.0,2.0,10,1.0,1,1,327.0,262.0
360.0,60.0,2.0,1.0,0.0,31,1,,0.0,5.0,3.0,27,1.0,1,0,235.0,188.0
0.03,32.0,1.0,1.0,2.0,66,1,,1.0,5.0,2.0,22,1.0,1,1,365.0,292.0
24.0,31.0,1.0,1.0,12.0,85,1,,0.0,3.0,6.0,4,1.0,1,0,57.0,46.0
27.0,68.0,1.0,1.0,0.0,86,1,,0.0,3.0,6.0,4,2.0,1,1,33.0,27.0
,56.0,1.0,0.0,0.0,76,1,1.0,1.0,5.0,1.0,16,3.0,3,0,14.0,8.0
30.0,38.0,3.0,1.0,7.0,12,1,,0.0,1.0,3.0,17,1.0,1,0,30.0,24.0
96.0,35.0,1.0,1.0,3.0,12,1,,0.0,5.0,1.0,7,1.0,1,0,135.0,108.0
40.0,33.0,1.0,0.0,0.0,90,8,,0.0,3.0,1.0,1,2.0,1,0,97.0,78.0
120.0,42.0,1.0,1.0,13.0,44,1,,0.0,3.0,2.0,10,1.0,1,0,235.0,188.0
150.0,44.0,1.0,1.0,3.0,67,1,,0.0,3.0,1.0,10,1.0,1,0,97.0,78.0
8.0,30.0,1.0,1.0,7.0,70,1,0.0,1.0,1.0,3.0,25,1.0,1,0,14.0,8.0
84.0,36.0,1.0,1.0,12.0,41,8,,0.0,3.0,2.0,13,1.0,1,0,105.0,84.0
6.0,27.0,1.0,1.0,,14,1,,0.0,3.0,2.0,25,,1,0,18.0,12.0
46.0,35.0,1.0,1.0,4.0,70,1,,0.0,1.0,6.0,13,1.0,2,0,57.0,46.0
0.03,36.0,1.0,1.0,2.0,66,1,,1.0,5.0,2.0,22,1.0,1,1,405.0,324.0
37.0,42.0,3.0,1.0,7.0,39,5,,0.0,1.0,3.0,17,1.0,1,0,71.0,57.0
72.0,62.0,1.0,1.0,11.0,47,5,,0.0,5.0,2.0,13,1.0,1,0,125.0,100.0
18.59,36.0,2.0,0.0,0.0,4,1,,1.0,5.0,3.0,21,1.0,1,0,18.0,12.0
3.98,55.0,3.0,1.0,0.0,84,1,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
16.0,48.0,3.0,1.0,5.0,70,1,,0.0,1.0,3.0,17,1.0,1,0,37.0,30.0
10.0,34.0,3.0,1.0,3.0,84,1,,0.0,1.0,3.0,17,1.0,1,0,18.0,12.0
40.0,40.0,2.0,1.0,0.0,16,1,,0.0,6.0,2.0,16,1.0,1,0,63.0,51.0
20.0,29.0,1.0,1.0,12.0,82,1,,0.0,3.0,3.0,25,1.0,1,0,33.0,27.0
12.03,22.0,1.0,0.0,0.0,84,5,,1.0,1.0,3.0,17,1.0,1,0,18.0,12.0
,49.0,1.0,1.0,2.0,67,1,,0.0,3.0,2.0,16,4.0,4,0,24.0,18.0
168.0,26.0,1.0,1.0,3.0,67,1,,0.0,1.0,3.0,10,2.0,1,0,151.0,121.0
36.0,36.0,1.0,1.0,2.0,54,1,,1.0,5.0,1.0,10,2.0,1,0,78.0,63.0
1.82,22.0,3.0,1.0,0.0,42,5,0.0,0.0,1.0,3.0,17,1.0,1,0,6.0,0.0
37.0,37.0,1.0,0.0,0.0,42,1,,0.0,6.0,3.0,10,1.0,1,0,46.0,37.0
,27.0,1.0,0.0,0.0,42,1,1.0,1.0,1.0,3.0,17,2.0,3,0,12.0,6.0
,24.0,2.0,0.0,0.0,41,1,1.0,0.0,5.0,3.0,17,2.0,4,0,6.0,0.0
16.0,55.0,3.0,1.0,3.0,42,5,,0.0,1.0,3.0,17,1.0,1,0,27.0,21.0
4.0,37.0,3.0,1.0,,41,5,0.0,0.0,,3.0,17,,1,0,10.0,4.0
36.0,24.0,1.0,0.0,0.0,20,1,,0.0,3.0,2.0,13,1.0,1,0,57.0,46.0
135.0,43.0,1.0,1.0,6.0,34,1,,0.0,1.0,1.0,10,1.0,1,1,168.0,135.0
4.14,44.0,3.0,1.0,0.0,84,5,0.0,0.0,3.0,3.0,17,1.0,1,0,6.0,0.0
64.0,41.0,1.0,1.0,13.0,48,1,,0.0,5.0,2.0,10,1.0,1,1,115.0,92.0
60.0,31.0,3.0,1.0,0.0,90,1,,0.0,3.0,2.0,23,1.0,1,0,71.0,57.0
,65.0,1.0,0.0,0.0,41,1,1.0,0.0,6.0,3.0,29,2.0,3,0,14.0,8.0
210.0,32.0,1.0,1.0,10.0,38,1,,0.0,3.0,2.0,10,1.0,1,0,262.0,210.0
0.26,21.0,1.0,1.0,0.0,41,1,,0.0,5.0,3.0,23,2.0,2,0,46.0,37.0
0.03,35.0,3.0,1.0,0.0,41,1,0.0,0.0,3.0,3.0,17,1.0,1,0,6.0,0.0
5.35,38.0,3.0,1.0,2.0,41,1,0.0,0.0,1.0,3.0,17,1.0,1,0,7.0,1.0
5.29,33.0,3.0,0.0,0.0,41,1,0.0,0.0,1.0,3.0,17,1.0,1,0,14.0,8.0
0.03,38.0,3.0,1.0,6.0,39,1,,0.0,1.0,3.0,17,1.0,1,0,24.0,18.0
2.89,43.0,3.0,1.0,,41,5,0.0,0.0,,3.0,17,1.0,1,0,6.0,0.0
3.68,35.0,3.0,1.0,1.0,41,1,0.0,1.0,3.0,3.0,17,1.0,1,0,6.0,0.0
2.73,27.0,3.0,1.0,0.0,41,5,0.0,0.0,,,17,1.0,1,0,6.0,0.0
4.0,45.0,3.0,1.0,3.0,41,1,0.0,0.0,,,17,,1,0,10.0,4.0
0.03,46.0,3.0,1.0,0.0,41,1,0.0,1.0,,3.0,17,,1,0,6.0,0.0
12.03,34.0,3.0,1.0,3.0,41,5,,0.0,1.0,3.0,17,1.0,1,0,21.0,15.0
2.83,38.0,3.0,1.0,0.0,41,1,0.0,0.0,,,17,,1,0,6.0,0.0
6.95,35.0,3.0,1.0,0.0,42,5,0.0,0.0,,3.0,17,1.0,1,0,6.0,0.0
2.66,26.0,3.0,0.0,0.0,41,5,0.0,1.0,,,16,1.0,1,0,6.0,0.0
132.0,30.0,1.0,1.0,11.0,42,1,,0.0,3.0,2.0,10,1.0,1,0,210.0,168.0
,36.0,3.0,1.0,0.0,42,5,1.0,0.0,3.0,3.0,17,1.0,4,0,6.0,0.0
0.03,29.0,3.0,1.0,1.0,41,5,0.0,0.0,,3.0,17,1.0,1,0,6.0,0.0
6.46,31.0,3.0,0.0,0.0,42,5,0.0,0.0,5.0,3.0,17,1.0,1,0,6.0,0.0
